,Text-based search,Browsing + Categorisation,Context-specific suggestions,Components,Composites,Process composition,Data composition,Automatic UI generation,Webpage composition,Widget composition,Visual UI composition,Textual UI composition,Testing,Debugging,Code generation,Interpretation,Compilation,Spreadsheet,Dialog/form,WYSIWYG,PbD,Drag & drop,Sharing components,Textual DSL,Full language,Forum,Wiki,Public,Private,PbEM,Blackboard,Icon,Textual,Flow diagram component,Explicit control flow,Implicit control flow,Wires,Non-wire graphics,Visual DSL,Flow diagram,Form,Page flow,High,Average,Low,Layman,Domain expert,Technical expert,Advanced user,Consumer/Individual,Enterprise/Organisation,Plain list,Rate component,Composite num downloads,Generic,Context-specific,Domain-specific,Specialised,Mobile,Desktop,Web,Incompatibility prompts,Suggestions,Help,User goal/requirement mapping,VCS,Screencasts,API/component documentation,Tutorials,Discussion forums,Composite ratings,Examples,Level 1,Level 2,Level 3,Level 4,SOAP,REST,RSS,ATOM,Widget,Scraping/DOM,JSON,XML,WSDL,WADL,Triggers,Actions,Filters,Branches,Loops,Tool-level,Composition level,Full automation,Semi-automation,No automation,Service layer,Application layer,Presentation layer,Review composite,Sharing composites,Data flow present,Application,Plug-in,Platform,Webpage/webapp,Component repository,Composite repository,Ad hoc,Fixed,Centralised,Decentralised,Spreadsheet representation,WYSIWYG representation,Textual DSL representation,Full language representation,Explicit data flow,Implicit data flow,Visual DSL representation,Export,Mobile context,Desktop context,Web context,JSON message format,XML message format,Composite description,Composite name,Composite num uses,Composite age,Composite num SNS shares,Upload/Publish composite,Copy composite,Export composite,Rename composite,Save composite,Rate composite,Delete composite,Turn on/off composite,Acquire composite,Set/Edit composite parameters,Share composite on SNS,Edit composite,Execute composite,Activate component,Set/Edit component parameters,Use in composition,Tool documentation,Single composite I&Os,Multiple atomic I&Os,Component names,Assign tags to composite,Component type,Browse + filter/search,Browse list,Text entry,Other recommendations,Composite reviews,No specification,In-app execution,Blog,External help/FAQ,No link,Text editor,No abstraction,Create new app,Dummy test data,Control flow present,Composite Tags,Composite categories,Component requirements/prerequisites,Component input(s),Component output(s)/result(s),Component options,Component example usage,Component icons,Component descriptions,Composite properties,Composite creator,Component version,Composite copyright,Component related actions,Composite notes,Composite location,Component categories,Composite icon,Component num uses,Component age,Component num SNS shares,Component num downloads,Component reviews,Component ratings,Component copyright,Component creator,Component icon,Component notes,Component location,Component tags,Component description,Component name,Component num users,Component num ratings,Form element,SNS support,Composite num ratings,Composite version,View example usage,Import component,Composite num users,Review component,Selecting & customising UI,Extension APIs,UI composition,Low learning curve,Medium learning curve,High learning curve,Framework
Visual UI composition,0.0054347826087,0.0217391304348,0,0.0108695652174,0,0.0108695652174,0.0054347826087,0.0054347826087,0.0054347826087,0.0108695652174,0.0271739130435,0,0.0054347826087,0.0054347826087,0.0054347826087,0.0054347826087,0,0,0.0380434782609,0.0108695652174,0,0.0054347826087,0.0054347826087,0.0163043478261,0,0.0054347826087,0.0054347826087,0,0.0054347826087,0.0108695652174,0,0.0108695652174,0.0054347826087,0.0163043478261,0.0108695652174,0.0054347826087,0.0054347826087,0,0.0217391304348,0.0054347826087,0.0163043478261,0,0,0.0108695652174,0,0,0.0217391304348,0.0108695652174,0.0163043478261,0.0163043478261,0.0054347826087,0.0054347826087,0,0,0.0054347826087,0.0054347826087,0,0.0054347826087,0.0054347826087,0.0054347826087,0,0.0054347826087,0,0.0271739130435,0,0.0108695652174,0.0108695652174,0.0217391304348,0.0271739130435,0.0163043478261,0.0108695652174,0.0271739130435,0.0054347826087,0,0.0108695652174,0,0,0,0,0,0,0.0054347826087,0,0,0,0,0,0.0054347826087,0,0.0054347826087,0.0054347826087,0.0054347826087,0,0,0.0108695652174,0.0054347826087,0,0,0.0054347826087,0,0,0.0054347826087,0.0108695652174,0,0,0,0.0108695652174,0,0.0108695652174,0,0,0.0108695652174,0,0.0054347826087,0,0,0.0054347826087,0,0,0.0054347826087,0.0054347826087,0,0,0,0,0,0.0054347826087,0,0,0,0,0,0.0054347826087,0.0054347826087,0.0054347826087,0.0108695652174,0.0054347826087,0.0054347826087,0,0,0,0.0054347826087,0.0054347826087,0.0054347826087,0.0054347826087,0.0108695652174,0.0163043478261,0,0,0,0.0054347826087,0,0.0054347826087,0.0054347826087,0,0.0054347826087,0,0.0054347826087,0.0054347826087,0.0054347826087,0.0108695652174,0.0108695652174,0,0.0054347826087,0.0054347826087,0,0.0217391304348,0.0054347826087,0,0,0,0,0.0054347826087,0,0,0,0,0,0,0,0,0,0,0.0054347826087,0,0,0,0,0,0,0,0,0,0.0108695652174,0,0,0,0,0.0108695652174,0,0,0.0054347826087,0,0,0,0,0,0,0,0,0.0163043478261,0.0108695652174,0,0.0054347826087,0.0054347826087,0
Textual UI composition,0,0,0,0,0,0,0.125,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0.125,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Testing,0.00204081632653,0.0102040816327,0,0.0163265306122,0.00408163265306,0.0142857142857,0.0122448979592,0,0,0,0.00204081632653,0,0.0142857142857,0.00816326530612,0.00204081632653,0.0142857142857,0,0,0.0102040816327,0,0,0.00816326530612,0.00204081632653,0.00204081632653,0,0.00612244897959,0.00204081632653,0.00612244897959,0,0.00816326530612,0,0.0122448979592,0.0122448979592,0.0102040816327,0.00816326530612,0.00612244897959,0.00612244897959,0.00408163265306,0.00408163265306,0.00612244897959,0.0102040816327,0,0,0.00612244897959,0.00816326530612,0,0.0122448979592,0.0142857142857,0.0142857142857,0.0163265306122,0.00408163265306,0.00612244897959,0,0.00204081632653,0,0.00816326530612,0.00612244897959,0.00408163265306,0.00204081632653,0.00612244897959,0.0122448979592,0.00612244897959,0.00204081632653,0.00816326530612,0,0,0.00816326530612,0.00612244897959,0.00408163265306,0.00612244897959,0.00204081632653,0.00816326530612,0,0.00204081632653,0.0122448979592,0.00204081632653,0,0.00612244897959,0.00612244897959,0.00612244897959,0,0,0.00204081632653,0,0,0,0.00204081632653,0.0142857142857,0.00204081632653,0.00612244897959,0.00408163265306,0.00612244897959,0.00204081632653,0,0.0102040816327,0.00408163265306,0.00204081632653,0,0,0,0.00612244897959,0.0244897959184,0.00612244897959,0.00204081632653,0,0.00612244897959,0.0122448979592,0.00408163265306,0.00816326530612,0.00612244897959,0.00612244897959,0.00816326530612,0,0,0,0,0.00612244897959,0.00612244897959,0,0.00204081632653,0.00204081632653,0.00612244897959,0.00612244897959,0.00204081632653,0.00204081632653,0.00408163265306,0.0102040816327,0,0,0,0.00204081632653,0.00408163265306,0.00408163265306,0.00816326530612,0.0102040816327,0,0.00816326530612,0.00408163265306,0.00204081632653,0.00408163265306,0.00204081632653,0.0102040816327,0.0102040816327,0.0102040816327,0.0142857142857,0.0142857142857,0.0122448979592,0.00612244897959,0.00612244897959,0,0,0.00204081632653,0.00816326530612,0.0142857142857,0.00408163265306,0,0,0.0102040816327,0.0142857142857,0.00408163265306,0.00612244897959,0.00816326530612,0,0,0.00204081632653,0.00204081632653,0.0285714285714,0.00204081632653,0,0.00204081632653,0.0102040816327,0.0102040816327,0.0142857142857,0.00204081632653,0.00204081632653,0.00408163265306,0,0.00408163265306,0.00204081632653,0,0.00204081632653,0,0,0.00816326530612,0.00612244897959,0,0.00204081632653,0,0,0,0,0.00408163265306,0.00612244897959,0.00816326530612,0.00204081632653,0.00204081632653,0,0.00408163265306,0.0142857142857,0,0,0.0122448979592,0.00408163265306,0,0.00204081632653,0,0.00204081632653,0,0,0,0,0.00204081632653,0.00204081632653,0.00204081632653,0,0
Debugging,0.00837988826816,0.0139664804469,0.00279329608939,0.0111731843575,0.00279329608939,0.0111731843575,0.0167597765363,0,0,0.00558659217877,0.00279329608939,0,0.0111731843575,0.0167597765363,0,0.0111731843575,0,0,0.0139664804469,0.00279329608939,0,0.0111731843575,0,0.00837988826816,0,0.00558659217877,0,0.00279329608939,0.00279329608939,0.0111731843575,0,0.00558659217877,0.0111731843575,0.0139664804469,0.00558659217877,0.00837988826816,0.0111731843575,0.00279329608939,0.0139664804469,0.00837988826816,0.00837988826816,0,0,0.00279329608939,0.00837988826816,0,0.0111731843575,0.0111731843575,0.0111731843575,0.0167597765363,0.00279329608939,0.00279329608939,0,0.00279329608939,0,0.00279329608939,0.00558659217877,0.00558659217877,0,0.00837988826816,0.00558659217877,0.0111731843575,0,0.0111731843575,0,0.00279329608939,0.00558659217877,0.0111731843575,0.00837988826816,0.0111731843575,0.00837988826816,0.0139664804469,0,0,0.0111731843575,0.00279329608939,0.00279329608939,0.00558659217877,0.00837988826816,0.00837988826816,0.00279329608939,0,0,0,0,0,0,0.0111731843575,0.00279329608939,0.00837988826816,0.00558659217877,0.00279329608939,0.00279329608939,0,0.0111731843575,0.00279329608939,0,0,0,0,0.00279329608939,0.0279329608939,0.00558659217877,0.00279329608939,0,0.00279329608939,0.0111731843575,0.00279329608939,0.00837988826816,0.00279329608939,0.00279329608939,0.00837988826816,0,0,0,0,0.0139664804469,0.00279329608939,0,0,0,0.00837988826816,0.00279329608939,0,0,0.00279329608939,0.0111731843575,0,0,0,0.00279329608939,0.00279329608939,0,0.00558659217877,0.00837988826816,0.00558659217877,0.00558659217877,0,0.00279329608939,0.00558659217877,0,0.00837988826816,0.00837988826816,0.00558659217877,0.0111731843575,0.0111731843575,0.00837988826816,0.00837988826816,0.00558659217877,0,0.00558659217877,0,0.00837988826816,0.0111731843575,0.00279329608939,0,0,0.00837988826816,0.0111731843575,0.00558659217877,0.00558659217877,0,0,0,0,0,0.0251396648045,0.00837988826816,0,0.00279329608939,0.0111731843575,0.0111731843575,0.0111731843575,0.00279329608939,0,0.00558659217877,0,0.00558659217877,0.00279329608939,0,0.00279329608939,0,0,0.00837988826816,0.00837988826816,0,0.00279329608939,0,0,0,0,0.00558659217877,0.00558659217877,0.00837988826816,0.00279329608939,0.00279329608939,0,0.00558659217877,0.0111731843575,0,0,0.00837988826816,0.00279329608939,0,0.00279329608939,0,0,0,0,0.00279329608939,0.00558659217877,0,0.00279329608939,0.00558659217877,0,0
Code generation,0.00671140939597,0.00671140939597,0,0.0134228187919,0.00671140939597,0.0134228187919,0.00671140939597,0,0,0,0.00671140939597,0,0.00671140939597,0,0.0134228187919,0.0134228187919,0,0,0.00671140939597,0,0,0,0.00671140939597,0,0.00671140939597,0.0134228187919,0.00671140939597,0.00671140939597,0,0.00671140939597,0,0.0201342281879,0.0201342281879,0,0.0134228187919,0,0,0,0,0,0.00671140939597,0,0,0.00671140939597,0,0,0.00671140939597,0.0134228187919,0.0134228187919,0.0134228187919,0,0.00671140939597,0,0.00671140939597,0,0.00671140939597,0.00671140939597,0,0.0134228187919,0,0.00671140939597,0.00671140939597,0.00671140939597,0.0134228187919,0,0,0.00671140939597,0.0134228187919,0.0134228187919,0.0134228187919,0,0.00671140939597,0,0,0.00671140939597,0,0,0,0,0,0,0,0,0,0,0,0.00671140939597,0.0134228187919,0,0.00671140939597,0.00671140939597,0.00671140939597,0,0,0.00671140939597,0.00671140939597,0,0,0,0,0.00671140939597,0.0134228187919,0.0134228187919,0,0,0.00671140939597,0.0134228187919,0.00671140939597,0.00671140939597,0.00671140939597,0.00671140939597,0.00671140939597,0,0,0,0.00671140939597,0.00671140939597,0,0,0,0.0134228187919,0,0,0.00671140939597,0,0.00671140939597,0.0134228187919,0,0,0.00671140939597,0.00671140939597,0,0.00671140939597,0.0134228187919,0.0134228187919,0,0.0134228187919,0.0134228187919,0.00671140939597,0.00671140939597,0.00671140939597,0.0134228187919,0.00671140939597,0.0134228187919,0.0134228187919,0.0134228187919,0.0201342281879,0.00671140939597,0.00671140939597,0,0,0,0.00671140939597,0.00671140939597,0,0,0,0.0134228187919,0.0134228187919,0.00671140939597,0.0134228187919,0.0134228187919,0.00671140939597,0.00671140939597,0.00671140939597,0,0.0268456375839,0,0,0,0.00671140939597,0.00671140939597,0.0134228187919,0.00671140939597,0.00671140939597,0,0,0.00671140939597,0,0,0,0,0,0.0134228187919,0,0,0,0,0,0,0,0,0,0.00671140939597,0,0,0,0.00671140939597,0.0134228187919,0,0,0.00671140939597,0,0,0,0,0,0,0,0,0,0.00671140939597,0,0,0,0
Interpretation,0.0034965034965,0.0104895104895,0.0011655011655,0.0151515151515,0.00699300699301,0.0128205128205,0.00932400932401,0,0.0011655011655,0,0.0011655011655,0,0.00815850815851,0.004662004662,0.002331002331,0.013986013986,0,0,0.0104895104895,0,0,0.00582750582751,0.002331002331,0.0011655011655,0.0011655011655,0.00582750582751,0.0011655011655,0.00932400932401,0,0.00932400932401,0,0.0151515151515,0.0128205128205,0.00582750582751,0.00932400932401,0.0034965034965,0.0034965034965,0.0034965034965,0.002331002331,0.0034965034965,0.0104895104895,0,0,0.00699300699301,0.004662004662,0.002331002331,0.011655011655,0.013986013986,0.013986013986,0.0151515151515,0.002331002331,0.0034965034965,0,0.004662004662,0.0011655011655,0.00699300699301,0.00582750582751,0.002331002331,0.004662004662,0.0034965034965,0.0128205128205,0.004662004662,0.00699300699301,0.00815850815851,0,0,0.00582750582751,0.00582750582751,0.00699300699301,0.004662004662,0.002331002331,0.00932400932401,0,0.004662004662,0.00699300699301,0.0011655011655,0,0.004662004662,0.004662004662,0.004662004662,0.0011655011655,0,0.0011655011655,0,0,0,0.00582750582751,0.0151515151515,0.0011655011655,0.00582750582751,0.0034965034965,0.00699300699301,0.0011655011655,0,0.00932400932401,0.004662004662,0.0011655011655,0,0.0011655011655,0,0.00815850815851,0.018648018648,0.00699300699301,0.0011655011655,0,0.00699300699301,0.0128205128205,0.00699300699301,0.00699300699301,0.00699300699301,0.00932400932401,0.004662004662,0,0.002331002331,0.002331002331,0.0011655011655,0.004662004662,0.004662004662,0,0.0011655011655,0.004662004662,0.0034965034965,0.00582750582751,0.002331002331,0.0011655011655,0.004662004662,0.0104895104895,0.0011655011655,0.002331002331,0.0011655011655,0.00582750582751,0.002331002331,0.002331002331,0.00932400932401,0.0104895104895,0,0.00932400932401,0.00699300699301,0.00582750582751,0.00582750582751,0.00582750582751,0.011655011655,0.00582750582751,0.011655011655,0.013986013986,0.013986013986,0.0128205128205,0.004662004662,0.00582750582751,0.002331002331,0.0011655011655,0.004662004662,0.004662004662,0.011655011655,0.002331002331,0.0034965034965,0,0.011655011655,0.0128205128205,0.00699300699301,0.00699300699301,0.00932400932401,0.0011655011655,0.002331002331,0.0011655011655,0.0011655011655,0.0244755244755,0.002331002331,0,0.0011655011655,0.00815850815851,0.00815850815851,0.0128205128205,0.0034965034965,0.00582750582751,0.0034965034965,0.0011655011655,0.00699300699301,0.0011655011655,0,0.002331002331,0,0,0.00815850815851,0.004662004662,0,0.0011655011655,0,0,0,0.0011655011655,0.002331002331,0.0034965034965,0.0128205128205,0.0011655011655,0.002331002331,0,0.00699300699301,0.0151515151515,0.0011655011655,0.0011655011655,0.00932400932401,0.0034965034965,0,0.0011655011655,0.0011655011655,0.0011655011655,0,0,0,0,0.0011655011655,0.0011655011655,0.0011655011655,0.0011655011655,0
Compilation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spreadsheet,0,0,0,0,0,0,0.0769230769231,0,0,0,0,0,0,0,0,0,0,0.115384615385,0,0,0.0384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615,0,0,0.0384615384615,0,0.0769230769231,0.0384615384615,0,0,0,0.0384615384615,0,0,0,0,0,0,0.0769230769231,0,0,0.0384615384615,0,0,0,0,0,0,0.0384615384615,0,0,0.0769230769231,0,0,0,0,0,0.0384615384615,0.0384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769231,0.0384615384615,0
Dialog/form,0.00547945205479,0.0123287671233,0.0027397260274,0.0123287671233,0.00547945205479,0.0123287671233,0.00958904109589,0.0013698630137,0.0027397260274,0.0027397260274,0.00547945205479,0,0.00547945205479,0.0041095890411,0.0013698630137,0.0109589041096,0,0,0.0301369863014,0.0041095890411,0,0.0027397260274,0.0027397260274,0.00821917808219,0,0.0041095890411,0.0013698630137,0.00958904109589,0.0027397260274,0.00821917808219,0.0013698630137,0.0150684931507,0.00821917808219,0.0027397260274,0.00958904109589,0.00547945205479,0.00821917808219,0.0027397260274,0.0123287671233,0.0013698630137,0.0232876712329,0,0,0.00821917808219,0.0027397260274,0.0027397260274,0.0123287671233,0.0150684931507,0.0123287671233,0.0150684931507,0.0013698630137,0.0027397260274,0,0.0027397260274,0.0013698630137,0.00684931506849,0.0027397260274,0.0123287671233,0.0041095890411,0.0013698630137,0.0109589041096,0.00547945205479,0.00684931506849,0.0109589041096,0,0.0027397260274,0.00547945205479,0.00958904109589,0.0123287671233,0.00684931506849,0.00547945205479,0.0123287671233,0,0.00547945205479,0.0150684931507,0,0.0027397260274,0.00684931506849,0.00547945205479,0.0041095890411,0.0041095890411,0.0013698630137,0.0013698630137,0,0,0,0.00547945205479,0.0123287671233,0,0.0027397260274,0.0013698630137,0.00684931506849,0,0,0.0178082191781,0.0027397260274,0.0013698630137,0,0.0013698630137,0,0.00684931506849,0.013698630137,0.0041095890411,0.0013698630137,0,0.00547945205479,0.00958904109589,0.00547945205479,0.00547945205479,0.00547945205479,0.00821917808219,0.0027397260274,0,0.0027397260274,0.0027397260274,0,0.0041095890411,0.0041095890411,0,0.0013698630137,0.0041095890411,0.0013698630137,0.00547945205479,0.0013698630137,0.0013698630137,0.0027397260274,0.00684931506849,0.0013698630137,0.0027397260274,0,0.0041095890411,0.0013698630137,0.0027397260274,0.00821917808219,0.00821917808219,0.0041095890411,0.00821917808219,0.00684931506849,0.0041095890411,0.0027397260274,0.00547945205479,0.00958904109589,0.0041095890411,0.0109589041096,0.0109589041096,0.0109589041096,0.0109589041096,0.0013698630137,0.0041095890411,0.0027397260274,0.0041095890411,0.00547945205479,0.0027397260274,0.00821917808219,0.0027397260274,0.0041095890411,0,0.00821917808219,0.00958904109589,0.00684931506849,0.00547945205479,0.0109589041096,0,0.0013698630137,0.0013698630137,0.0013698630137,0.0246575342466,0.0041095890411,0,0,0.0041095890411,0.0041095890411,0.00958904109589,0.0013698630137,0.00547945205479,0.0013698630137,0.0013698630137,0.00547945205479,0,0,0.0013698630137,0,0,0.0041095890411,0.0027397260274,0,0,0,0,0,0.0013698630137,0,0.0027397260274,0.0123287671233,0.0013698630137,0.0013698630137,0,0.0041095890411,0.0123287671233,0.0013698630137,0.0013698630137,0.00821917808219,0.0027397260274,0,0.0013698630137,0.0013698630137,0.0013698630137,0,0,0.0013698630137,0.00547945205479,0.0041095890411,0,0.0041095890411,0.0041095890411,0.0013698630137
WYSIWYG,0.00826446280992,0.0165289256198,0,0.00826446280992,0,0.00826446280992,0.0165289256198,0,0,0.0165289256198,0.0165289256198,0,0,0.00826446280992,0,0,0,0,0.0413223140496,0.0495867768595,0,0.00826446280992,0,0.00826446280992,0,0,0.00826446280992,0,0.0165289256198,0.0165289256198,0.00826446280992,0,0,0.0247933884298,0.00826446280992,0.0165289256198,0.0247933884298,0,0.0330578512397,0.00826446280992,0.0330578512397,0,0,0,0,0,0.0165289256198,0,0.00826446280992,0.0165289256198,0.00826446280992,0,0,0,0.00826446280992,0,0,0.0413223140496,0,0.00826446280992,0,0.00826446280992,0,0.0165289256198,0,0.00826446280992,0.00826446280992,0.00826446280992,0.0247933884298,0.00826446280992,0.00826446280992,0.0165289256198,0.00826446280992,0,0.0247933884298,0.0165289256198,0.00826446280992,0.00826446280992,0.00826446280992,0,0.00826446280992,0,0,0,0,0,0,0,0,0.00826446280992,0.00826446280992,0,0,0,0.0413223140496,0.00826446280992,0,0,0.00826446280992,0,0,0.00826446280992,0.00826446280992,0,0,0,0.00826446280992,0,0.00826446280992,0,0,0.00826446280992,0,0.00826446280992,0,0,0.00826446280992,0,0,0.00826446280992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826446280992,0,0,0,0,0,0,0,0,0,0.00826446280992,0.00826446280992,0,0,0,0.00826446280992,0,0,0.00826446280992,0,0.00826446280992,0,0,0,0.00826446280992,0.00826446280992,0,0,0.00826446280992,0,0,0.0165289256198,0.00826446280992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826446280992,0,0,0,0,0.00826446280992,0,0,0,0,0,0,0,0,0,0,0,0.00826446280992,0.00826446280992,0,0.00826446280992,0.00826446280992,0.00826446280992
PbD,0,0,0,0,0,0,0.0882352941176,0,0,0,0,0,0,0,0,0,0,0.0294117647059,0,0,0.0882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294118,0,0,0,0.0588235294118,0,0.0588235294118,0.0588235294118,0,0,0,0.0588235294118,0,0,0,0,0,0,0.0882352941176,0,0,0.0294117647059,0,0,0,0.0294117647059,0,0,0.0588235294118,0,0,0.0588235294118,0,0,0,0,0,0,0.0882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647059,0.0294117647059,0
Drag & drop,0.00516795865633,0.0129198966408,0,0.015503875969,0.00258397932817,0.0103359173127,0.0103359173127,0,0.00258397932817,0.00258397932817,0.00258397932817,0,0.0103359173127,0.0103359173127,0,0.0129198966408,0,0,0.00516795865633,0.00258397932817,0,0.015503875969,0.00258397932817,0.00258397932817,0,0.00516795865633,0,0.00516795865633,0,0.0103359173127,0,0.00516795865633,0.0103359173127,0.0206718346253,0.0077519379845,0.00516795865633,0.0103359173127,0.00258397932817,0.0077519379845,0.0103359173127,0.00516795865633,0,0,0.00258397932817,0.0077519379845,0.00258397932817,0.0129198966408,0.0129198966408,0.015503875969,0.0180878552972,0.00516795865633,0.00258397932817,0,0.00258397932817,0.00516795865633,0.00258397932817,0.00516795865633,0.00258397932817,0,0.0103359173127,0.0103359173127,0.0077519379845,0.00516795865633,0.0103359173127,0,0,0.0077519379845,0.00516795865633,0.0077519379845,0.00516795865633,0.00258397932817,0.0103359173127,0.00258397932817,0,0.0077519379845,0.00258397932817,0,0.00516795865633,0.0077519379845,0.0077519379845,0.00258397932817,0,0,0,0,0,0,0.0129198966408,0.00258397932817,0.0103359173127,0.0077519379845,0.00258397932817,0.00258397932817,0,0.0077519379845,0.0077519379845,0,0,0.00516795865633,0,0.00258397932817,0.0206718346253,0.0077519379845,0.00258397932817,0,0.00516795865633,0.015503875969,0.00258397932817,0.0103359173127,0.00516795865633,0.00516795865633,0.0103359173127,0,0.0077519379845,0,0,0.0077519379845,0.00258397932817,0,0.00258397932817,0,0.0077519379845,0.00516795865633,0,0,0.00258397932817,0.0103359173127,0,0,0,0.00258397932817,0.00258397932817,0,0.00516795865633,0.0077519379845,0,0.00516795865633,0,0.00258397932817,0.00516795865633,0,0.0077519379845,0.0077519379845,0.0077519379845,0.0129198966408,0.015503875969,0.0129198966408,0.0077519379845,0.00516795865633,0,0,0,0.0077519379845,0.015503875969,0.00258397932817,0.00516795865633,0,0.0103359173127,0.0103359173127,0.00516795865633,0.0077519379845,0.00516795865633,0,0.00516795865633,0,0,0.0206718346253,0.00258397932817,0,0.00258397932817,0.0103359173127,0.0103359173127,0.0103359173127,0.00258397932817,0,0.00516795865633,0,0.00516795865633,0.00258397932817,0,0.00258397932817,0,0,0.0077519379845,0.0077519379845,0,0.00258397932817,0,0,0,0.00258397932817,0.00516795865633,0.00516795865633,0.0103359173127,0.00258397932817,0.00516795865633,0,0.0077519379845,0.015503875969,0.00258397932817,0.00258397932817,0.0077519379845,0.00258397932817,0,0.00258397932817,0,0,0,0,0,0,0,0.00258397932817,0.00258397932817,0.00258397932817,0
